Source,Target,Date,Location,Weight,Latitude,Longitude,Coordinates
Python,Twitter,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",37,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,Twitter,1/1/2022 0:00:00,"Tokyo, Japan",44,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Voyant,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Voyant,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",47,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Voyant,1/1/2014 0:00:00,"Lausanne, Switzerland",42,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Voyant,1/1/2015 0:00:00,"Sydney, Australia",50,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Voyant,1/1/2016 0:00:00,"Kraków, Poland",25,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Voyant,1/1/2017 0:00:00,"Montréal, Canada",51,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",26,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",19,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Voyant,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",12,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,Voyant,1/1/2022 0:00:00,"Tokyo, Japan",59,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Voyant Tools,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",9,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Voyant Tools,1/1/2014 0:00:00,"Lausanne, Switzerland",10,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",22,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",17,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",24,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",26,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",16,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Voyant Tools,1/1/2022 0:00:00,"Tokyo, Japan",39,35.6764225,139.650027,"35.6764225, 139.650027"
Python,WordPress,1/1/2009 0:00:00,"College Park, Maryland, United States",13,38.9896967,-76.93776,"38.9896967, -76.93776"
Python,WordPress,1/1/2010 0:00:00,"London, England, United Kingdom",4,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,WordPress,1/1/2011 0:00:00,"Stanford, California, United States",4,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,WordPress,1/1/2012 0:00:00,"Hamburg, Germany",7,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,WordPress,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",12,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,WordPress,1/1/2014 0:00:00,"Lausanne, Switzerland",7,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,WordPress,1/1/2015 0:00:00,"Sydney, Australia",13,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,WordPress,1/1/2016 0:00:00,"Kraków, Poland",12,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,WordPress,1/1/2017 0:00:00,"Montréal, Canada",27,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",23,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,WordPress,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",12,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,WordPress,1/1/2022 0:00:00,"Tokyo, Japan",34,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Zotero,1/1/2007 0:00:00,"Urbana-Champaign, Illinois, United States",2,40.1105875,-88.2072697,"40.1105875, -88.2072697"
Python,Zotero,1/1/2008 0:00:00,"Oulu, Finland",9,65.0120888,25.4650773,"65.0120888, 25.4650773"
Python,Zotero,1/1/2009 0:00:00,"College Park, Maryland, United States",40,38.9896967,-76.93776,"38.9896967, -76.93776"
Python,Zotero,1/1/2010 0:00:00,"London, England, United Kingdom",4,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,Zotero,1/1/2011 0:00:00,"Stanford, California, United States",5,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,Zotero,1/1/2012 0:00:00,"Hamburg, Germany",4,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Zotero,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",13,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Zotero,1/1/2014 0:00:00,"Lausanne, Switzerland",10,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Zotero,1/1/2015 0:00:00,"Sydney, Australia",13,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Zotero,1/1/2016 0:00:00,"Kraków, Poland",15,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Zotero,1/1/2017 0:00:00,"Montréal, Canada",27,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",21,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Zotero,1/1/2022 0:00:00,"Tokyo, Japan",37,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Drupal,1/1/2012 0:00:00,"Hamburg, Germany",22,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Drupal,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",19,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Drupal,1/1/2014 0:00:00,"Lausanne, Switzerland",13,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Drupal,1/1/2015 0:00:00,"Sydney, Australia",3,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Drupal,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Drupal,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",6,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Drupal,1/1/2022 0:00:00,"Tokyo, Japan",4,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Gephi,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Gephi,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",18,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Gephi,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Gephi,1/1/2015 0:00:00,"Sydney, Australia",12,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Gephi,1/1/2016 0:00:00,"Kraków, Poland",23,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Gephi,1/1/2017 0:00:00,"Montréal, Canada",34,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",15,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Gephi,1/1/2022 0:00:00,"Tokyo, Japan",7,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Google Books,1/1/2012 0:00:00,"Hamburg, Germany",26,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Google Books,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",4,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Google Books,1/1/2014 0:00:00,"Lausanne, Switzerland",9,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Google Books,1/1/2015 0:00:00,"Sydney, Australia",16,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Google Books,1/1/2016 0:00:00,"Kraków, Poland",15,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Google Books,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",14,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",7,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Google Books,1/1/2022 0:00:00,"Tokyo, Japan",4,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Neatline,1/1/2012 0:00:00,"Hamburg, Germany",44,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Neatline,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",15,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Neatline,1/1/2014 0:00:00,"Lausanne, Switzerland",11,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Neatline,1/1/2015 0:00:00,"Sydney, Australia",3,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Neatline,1/1/2016 0:00:00,"Kraków, Poland",9,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Neatline,1/1/2017 0:00:00,"Montréal, Canada",14,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Palladio,1/1/2015 0:00:00,"Sydney, Australia",19,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Palladio,1/1/2016 0:00:00,"Kraków, Poland",2,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Palladio,1/1/2017 0:00:00,"Montréal, Canada",7,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Python,1/1/2012 0:00:00,"Hamburg, Germany",14,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Python,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",7,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Python,1/1/2014 0:00:00,"Lausanne, Switzerland",7,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Python,1/1/2015 0:00:00,"Sydney, Australia",12,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Python,1/1/2016 0:00:00,"Kraków, Poland",10,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Python,1/1/2017 0:00:00,"Montréal, Canada",27,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Python,1/1/2018 0:00:00,"Mexico City, Mexico",24,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Python,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Python,1/1/2022 0:00:00,"Tokyo, Japan",32,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",6,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,TEI,1/1/2012 0:00:00,"Hamburg, Germany",161,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,TEI,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",163,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,TEI,1/1/2014 0:00:00,"Lausanne, Switzerland",118,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,TEI,1/1/2015 0:00:00,"Sydney, Australia",272,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,TEI,1/1/2016 0:00:00,"Kraków, Poland",152,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,TEI,1/1/2017 0:00:00,"Montréal, Canada",130,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",59,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",283,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,TEI,1/1/2022 0:00:00,"Tokyo, Japan",99,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Twitter,1/1/2012 0:00:00,"Hamburg, Germany",14,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Twitter,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",17,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Twitter,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Twitter,1/1/2015 0:00:00,"Sydney, Australia",25,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Twitter,1/1/2016 0:00:00,"Kraków, Poland",53,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Twitter,1/1/2017 0:00:00,"Montréal, Canada",50,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",75,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Twitter,1/1/2022 0:00:00,"Tokyo, Japan",14,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Voyant,1/1/2012 0:00:00,"Hamburg, Germany",23,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Voyant,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",42,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Voyant,1/1/2014 0:00:00,"Lausanne, Switzerland",41,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Voyant,1/1/2015 0:00:00,"Sydney, Australia",42,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Voyant,1/1/2016 0:00:00,"Kraków, Poland",17,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Voyant,1/1/2017 0:00:00,"Montréal, Canada",36,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",10,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",12,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Voyant,1/1/2022 0:00:00,"Tokyo, Japan",29,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Voyant Tools,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",4,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Voyant Tools,1/1/2014 0:00:00,"Lausanne, Switzerland",9,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",14,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",9,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",10,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",9,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Voyant Tools,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,WordPress,1/1/2012 0:00:00,"Hamburg, Germany",15,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,WordPress,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",7,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,WordPress,1/1/2014 0:00:00,"Lausanne, Switzerland",6,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,WordPress,1/1/2015 0:00:00,"Sydney, Australia",5,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,WordPress,1/1/2016 0:00:00,"Kraków, Poland",4,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,WordPress,1/1/2017 0:00:00,"Montréal, Canada",12,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,WordPress,1/1/2022 0:00:00,"Tokyo, Japan",4,35.6764225,139.650027,"35.6764225, 139.650027"
Scalar,Zotero,1/1/2012 0:00:00,"Hamburg, Germany",12,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Scalar,Zotero,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",8,40.813616,-96.7025955,"40.813616, -96.7025955"
Scalar,Zotero,1/1/2014 0:00:00,"Lausanne, Switzerland",9,46.5196535,6.6322734,"46.5196535, 6.6322734"
Scalar,Zotero,1/1/2015 0:00:00,"Sydney, Australia",5,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Scalar,Zotero,1/1/2016 0:00:00,"Kraków, Poland",7,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Scalar,Zotero,1/1/2017 0:00:00,"Montréal, Canada",12,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Scalar,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
Scalar,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Scalar,Zotero,1/1/2022 0:00:00,"Tokyo, Japan",7,35.6764225,139.650027,"35.6764225, 139.650027"
StoryMapJS,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",3,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",9,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",12,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",3,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Python,1/1/2018 0:00:00,"Mexico City, Mexico",22,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",6,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",57,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",73,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
StoryMapJS,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",3,19.4326077,-99.133208,"19.4326077, -99.133208"
TEI,Drupal,1/1/2009 0:00:00,"College Park, Maryland, United States",148,38.9896967,-76.93776,"38.9896967, -76.93776"
TEI,Drupal,1/1/2010 0:00:00,"London, England, United Kingdom",142,51.5072178,-0.1275862,"51.5072178, -0.1275862"
TEI,Drupal,1/1/2011 0:00:00,"Stanford, California, United States",90,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
TEI,Drupal,1/1/2012 0:00:00,"Hamburg, Germany",161,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
TEI,Drupal,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",180,40.813616,-96.7025955,"40.813616, -96.7025955"
TEI,Drupal,1/1/2014 0:00:00,"Lausanne, Switzerland",125,46.5196535,6.6322734,"46.5196535, 6.6322734"
TEI,Drupal,1/1/2015 0:00:00,"Sydney, Australia",271,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
TEI,Drupal,1/1/2016 0:00:00,"Kraków, Poland",172,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
TEI,Drupal,1/1/2017 0:00:00,"Montréal, Canada",127,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
TEI,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",56,19.4326077,-99.133208,"19.4326077, -99.133208"
TEI,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",283,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
TEI,Drupal,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",44,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
TEI,Drupal,1/1/2022 0:00:00,"Tokyo, Japan",101,35.6764225,139.650027,"35.6764225, 139.650027"
TEI,Gephi,1/1/2011 0:00:00,"Stanford, California, United States",92,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
TEI,Gephi,1/1/2012 0:00:00,"Hamburg, Germany",154,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
TEI,Gephi,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",179,40.813616,-96.7025955,"40.813616, -96.7025955"
TEI,Gephi,1/1/2014 0:00:00,"Lausanne, Switzerland",128,46.5196535,6.6322734,"46.5196535, 6.6322734"
TEI,Gephi,1/1/2015 0:00:00,"Sydney, Australia",280,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
TEI,Gephi,1/1/2016 0:00:00,"Kraków, Poland",173,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
TEI,Gephi,1/1/2017 0:00:00,"Montréal, Canada",152,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
TEI,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",62,19.4326077,-99.133208,"19.4326077, -99.133208"
TEI,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",292,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
TEI,Gephi,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",39,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
TEI,Gephi,1/1/2022 0:00:00,"Tokyo, Japan",104,35.6764225,139.650027,"35.6764225, 139.650027"
TEI,Google Books,1/1/2008 0:00:00,"Oulu, Finland",158,65.0120888,25.4650773,"65.0120888, 25.4650773"
TEI,Google Books,1/1/2009 0:00:00,"College Park, Maryland, United States",159,38.9896967,-76.93776,"38.9896967, -76.93776"
TEI,Google Books,1/1/2010 0:00:00,"London, England, United Kingdom",139,51.5072178,-0.1275862,"51.5072178, -0.1275862"
TEI,Google Books,1/1/2011 0:00:00,"Stanford, California, United States",101,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
TEI,Google Books,1/1/2012 0:00:00,"Hamburg, Germany",165,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
TEI,Google Books,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",165,40.813616,-96.7025955,"40.813616, -96.7025955"
TEI,Google Books,1/1/2014 0:00:00,"Lausanne, Switzerland",121,46.5196535,6.6322734,"46.5196535, 6.6322734"
TEI,Google Books,1/1/2015 0:00:00,"Sydney, Australia",284,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
TEI,Google Books,1/1/2016 0:00:00,"Kraków, Poland",165,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
TEI,Google Books,1/1/2017 0:00:00,"Montréal, Canada",127,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
TEI,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",65,19.4326077,-99.133208,"19.4326077, -99.133208"
TEI,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",284,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
TEI,Google Books,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",37,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
TEI,Google Books,1/1/2022 0:00:00,"Tokyo, Japan",101,35.6764225,139.650027,"35.6764225, 139.650027"
TEI,Neatline,1/1/2010 0:00:00,"London, England, United Kingdom",140,51.5072178,-0.1275862,"51.5072178, -0.1275862"
TEI,Neatline,1/1/2012 0:00:00,"Hamburg, Germany",183,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
TEI,Neatline,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",176,40.813616,-96.7025955,"40.813616, -96.7025955"
TEI,Neatline,1/1/2014 0:00:00,"Lausanne, Switzerland",123,46.5196535,6.6322734,"46.5196535, 6.6322734"
TEI,Neatline,1/1/2015 0:00:00,"Sydney, Australia",271,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
TEI,Neatline,1/1/2016 0:00:00,"Kraków, Poland",159,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
TEI,Neatline,1/1/2017 0:00:00,"Montréal, Canada",132,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
TEI,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",58,19.4326077,-99.133208,"19.4326077, -99.133208"
TEI,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",281,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
TEI,Palladio,1/1/2015 0:00:00,"Sydney, Australia",287,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
TEI,Palladio,1/1/2016 0:00:00,"Kraków, Poland",152,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
TEI,Palladio,1/1/2017 0:00:00,"Montréal, Canada",125,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
TEI,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",56,19.4326077,-99.133208,"19.4326077, -99.133208"
TEI,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",281,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
TEI,Palladio,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",37,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
TEI,Python,1/1/2000 0:00:00,"Glasgow, Scotland, United Kingdom",64,55.8616704,-4.2583345,"55.8616703999999, -4.2583345"
